Title,averageRating,voteCount
Beast,6.6,225
Worry Dolls,5.3,98
Flawless,6.6,410
Stakeout,6.5,316
Left Behind: The Movie,4.2,102
Until Death,5.9,168
The Bronze,6.1,319
Brief Encounter,7.8,461
THX 1138,6.5,766
Stir Crazy,6.5,351
Henry's Crime,5.8,276
The Good Witch,7.1,124
Rent,6.8,487
National Lampoon's The Legend of Awesomest Maximus,3.8,70
The Love Bug,5.5,107
Hellphone,4.6,96
National Lampoon's Loaded Weapon 1,6,579
A Hard Day's Night,7.4,534
From a House on Willow Street,4.7,146
The Women,5.1,283
Dear Zoe,0,0
Crypto,5.4,160
The Spine of Night,5.9,38
The Nile Hilton Incident,6.6,289
Ocean's Eleven,6.4,260
Rifkin's Festival,6.2,347
Book Club,6.2,659
Holmes & Watson,4.3,695
Autumn Dreams,6.8,98
Kiss Kiss Bang Bang,7.2,2258
Escape from Mr. Lemoncello's Library,5.8,41
Doctor Dolittle,6.3,134
Afflicted,6.5,461
Rock the Kasbah,5.4,284
A Star Is Born,7,151
The White Crow,6.6,192
Clockstoppers,5.3,253
Paris Can Wait,5.8,197
The Greatest Lie Ever Sold: George Floyd and the Rise of BLM,8.1,8
Jurassic Park: Fan Recreation Movie,5,4
The Man Who Killed Hitler and Then the Bigfoot,5.4,349
A Nice Girl Like You,5.8,236
2001: A Space Travesty,4.3,203
Mr. Jones,5.8,133
Horse Girl,5.6,458
Fathers and Daughters,7.1,874
Angela's Ashes,7.2,235
Halloween: Black Eyes,3.3,3
A Case of You,5.6,261
Swiss Family Robinson,6.9,258
3 Generations,6.4,406
The Pixar Story,7.6,192
The Perfect Man,6.1,699
House of Dracula,5.7,90
African Cats,7.4,210
Bait,5.7,157
TransSiberian,6.4,569
Bad Hair Day,6.6,236
Wizards on Deck with Hannah Montana,6.8,167
Operation Christmas Drop,6.5,457
Bad Boys,7,210
First Kid,5.8,164
The Prince of Tides,6.6,223
Prisoner X,5.4,17
Big Bad Wolf,6.4,88
The Fisher King,7.3,1082
Nighthawks,6.4,325
Dead & Buried,6.4,211
Fierce People,6.1,95
Guarding Tess,6,258
Les Misérables,7.2,502
The Eyes of My Mother,6.2,256
Charade,7.7,1084
P!NK: All I Know So Far,8,37
That's So Suite Life of Hannah Montana,7.1,90
The Thaw,5.7,256
The Family Stone,6.3,774
Sacrifice,4.8,28
Cave of Forgotten Dreams,7.2,260
Written on the Wind,7,158
The Prophecy II,6.2,163
Surviving Christmas,5.7,426
A Room with a View,7,594
End Game,5.4,69
Space Buddies,5.9,160
Pacific Heights,6.3,278
Mannequin Two: On the Move,5.9,123
Guess Who,5.9,770
Brigsby Bear,7.2,315
The Outcasts,6.2,465
Taylor Swift: Reputation Stadium Tour,8.3,247
Party Monster,5.9,147
Sniper 3,5.5,84
Robinson Crusoe,5.9,177
At First Light,5.7,105
Ballistic: Ecks vs. Sever,4.4,296
The Wash,4.9,80
Harold and Maude,7.7,864
Steve Jobs: The Man in the Machine,6.6,219
Tadpole,5.8,73
Charlie Bartlett,6.7,540
Seaspiracy,7.9,321
Starman,6.9,666
The Escapist,6.2,198
Hope Springs,5.3,109
Say Anything...,7.1,813
The Sentinel,6.1,144
Bad Influence,6,116
Woman in Gold,7.3,1218
Emma,6.7,508
Grizzly Man,7.5,658
This Christmas,6.5,100
Hell on the Border,5.6,73
Killshot,5.7,223
The Hard Corps,6.1,192
Adventures in Babysitting,6.9,532
Tom and Jerry: Robin Hood and His Merry Mouse,6.6,50
Asylum,5.7,86
Baby Boom,6.4,304
One Man Band,7.3,468
The Dark Crystal,7.1,903
Headless Horseman,4.7,3
Kill the Irishman,6.8,509
My Boss's Daughter,5,596
You Can Live Forever,7,11
Northanger Abbey,6.9,269
Gilda,7.6,441
Killerman,6.4,184
Demolition,6.7,1798
Flicka,6.9,250
All About Nina,6,55
The Day the Earth Stood Still,7.5,859
Bowling for Columbine,7.6,1290
The Mirror Crack'd,6.2,156
Double Dragon,4.4,257
Death at a Funeral,6.9,1432
American Honey,6.8,710
BloodRayne,4.1,423
The Purple Rose of Cairo,7.4,824
Mr. Brooks,6.9,1436
Marvel Studios Assembled: The Making of Moon Knight,7.1,20
Dolemite Is My Name,7,972
After the Wedding,6.4,184
BURN·E,7.6,615
Northpole,6.1,55
Citizenfour,7.8,1085
Dr. Dolittle: Million Dollar Mutts,5.8,99
Repo Man,6.7,463
Mighty Joe Young,6.2,687
Bo Burnham: Inside,8.3,279
The Hunter's Prayer,5.7,323
Tower of Terror,6.5,82
Point Blank,7,290
Veronica Mars,6.6,951
Marathon Man,7.3,823
The Fighting Kentuckian,5.9,47
Fortress 2,5.1,157
Love You To Death,7.8,82
Wayne's World 2,6.1,838
Directing Annabelle: Creation,9.3,4
"Hello, Dolly!",7.1,278
A Violent Separation,7.2,66
Crown for Christmas,6.7,134
The Librarian: Return to King Solomon's Mines,6.2,472
Scorched Earth,5.3,78
5 Headed Shark Attack,3.6,71
The Undefeated,6.3,90
Sling Blade,7.6,621
Desierto,6.1,310
The Mercy,5.9,230
Escaping the Madhouse: The Nellie Bly Story,7.5,82
I Am Iron Man,7.3,60
Eye of the Beholder,5,124
Mean Streets,7.1,1714
Unpregnant,7.1,207
Ben 10 Alien X-tinction,3.7,3
Midnight Run,7.2,844
Hard Eight,6.9,675
His Name Was Jason: 30 Years of Friday the 13th,7,66
Hedwig and the Angry Inch,7.5,300
Trippin’ with the Kandasamys,6.8,36
Welcome to Marwen,6.6,1015
A Kid in King Arthur's Court,4.9,143
Dragnet,5.9,371
The Angel,6.7,248
Boulevard,5.7,220
"It's Christmastime Again, Charlie Brown",6,56
Deadgirl,5.3,284
War of the Worlds 2: The Next Wave,4.2,48
Pushing Tin,5.8,326
Riding in Cars with Boys,6.8,391
The Onion Movie,6.3,173
Santa's Slay,5.4,177
The Vault,4.8,336
Daffy Duck's Movie: Fantastic Island,6.5,95
Hillbilly Elegy,6.8,743
"Tomorrow, When the War Began",6.2,434
Modigliani,7.1,169
My Big Fat Greek Wedding,6.5,1829
Doctor Who: The Runaway Bride,7.7,199
Monsters: Dark Continent,4.8,291
The Clan of the Cave Bear,5.1,94
Envy,4.9,429
Grandma,6.4,317
Phantom of the Opera,6.3,144
The Burning Plain,6.6,354
Swingers,6.9,592
Air Bud: Seventh Inning Fetch,5.5,126
The Intruders,5.5,147
Excess Baggage,6,202
"Corrina, Corrina",6.7,379
The Lodger: A Story of the London Fog,7.2,219
School Ties,6.4,310
What the Health,7,299
Age of Dinosaurs,4.2,75
We Own the Night,6.7,1121
All Nighter,5.8,177
License to Wed,5.7,766
All the King's Men,5.8,243
A Teacher,4.7,79
Maniac Cop 2,6,172
Ava's Possessions,6,132
Stone,5.3,574
The Double,6.5,829
A Good Old Fashioned Orgy,5.9,263
H.G. Wells' War of the Worlds,5.4,36
Rabbit Hole,6.7,490
The Out-of-Towners,5.7,171
Auntie Edna,7.2,169
How to Make an American Quilt,6.4,153
House II: The Second Story,5.5,198
SLC Punk,7.2,285
Kissing Jessica Stein,6.1,176
Behind Enemy Lines II: Axis of Evil,4.8,97
Target Number One,6.3,94
Sweet Virginia,5.8,260
The Brothers Bloom,6.6,504
Phantasm II,6.3,260
Fahrenheit 9/11,7.1,1188
The Perfect Score,5.8,404
The Collective: Movie,0,0
The Deal,0,0
Gabriel's Inferno,8.5,2293
Rio Lobo,6.4,189
Tarzan Escapes,6.5,72
Boundaries,5.6,47
The Big Chill,6.9,459
Ghosts of Flight 401,0,0
Song One,5.8,204
Crash Pad,5.6,125
Powder Blue,6.1,178
Motel Hell,5.8,189
Stuck in the Suburbs,5.9,192
Terror Train,5.9,192
The Indian Runner,6.6,115
Electric Dreams,6.3,123
Holiday in the Wild,6.5,455
Wildcats,6.3,155
Elephant White,5,166
Breakdown,6.8,694
Dragons: Rescue Riders: Secrets of the Songwing,7.9,30
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,6.4,113
Quigley Down Under,6.6,298
Rubber,6,806
Chained Heat,5.1,40
Sacred Grounds: Forbidden,0,0
Passchendaele,6.2,79
Fluke,7.2,222
Feast of Love,6.3,201
The Age of Innocence,7,864
Lucky You,5.6,222
Unplanned,7.3,176
Smokey and the Bandit Part 3,4.6,127
The Details,6,143
The Brass Teapot,6.1,414
Love & Mercy,7.1,571
Puppet Master III: Toulon's Revenge,6.6,121
Inspector Gadget,4.4,1009
Fletch,6.7,539
Nowhere,6.9,116
Collision Earth,6.3,92
The Merchant of Venice,6.8,481
Last Shift,6.1,436
Shakespeare in Love,6.9,2656
M. Butterfly,6.6,168
The Amityville Murders,4.9,105
Lust for Life,7.2,157
The Circus,8,610
Tommy,6.4,248
Sid and Nancy,6.8,408
Butterfly on a Wheel,6.4,415
12 Angry Men,7.7,233
Where the Heart Is,7.1,588
The Last Man on Earth,6.6,322
Blackmark,6.2,20
Nightbreed,6.4,361
The World According to Garp,6.7,256
The Sweetest Christmas,6.5,65
Sabotage,6.7,246
Sirens,5.7,108
Return of the Seven,6.1,188
Ruthless People,6.6,315
The Man,5.7,459
San Andreas Quake,4.3,162
Ready to Rumble,5.2,130
The Company of Wolves,6.4,241
Chaos Theory,6.3,322
Little Lord Fauntleroy,7.4,220
Borderland,5.4,174
Timber Falls,5.2,123
Herbie Goes to Monte Carlo,5.9,260
Hope Floats,6.3,353
Topaz,6,298
Blind,6.1,129
Noises Off...,7.1,148
Mass,7.8,136
Bangkok Dangerous,5.2,866
Trick,5.8,98
Arsenal,4.5,114
Glory Road,7.5,610
Never Rarely Sometimes Always,7.2,395
Spider,6.6,610
The Inbetweeners Movie,6.1,765
Sands of Iwo Jima,6.4,104
Detention of the Dead,4.9,72
The Stuff,5.9,342
Feast,7.9,771
The Country Bears,4.8,88
20 Million Miles to Earth,6.3,109
Election,6.8,828
Fruitvale Station,7.4,1070
Far from the Madding Crowd,7.1,900
Sparkle,6.2,98
Christmas Land,5.9,84
Shivers,6.4,503
How to Lose Friends & Alienate People,6,625
Some Kind of Wonderful,6.9,389
Strange Days,7,1045
Lost in London,6.1,87
Ondine,6.3,252
The Scarlet Letter,6,390
The Congress,6.4,424
The Miracle Worker,7,28
Uncanny Annie,6,48
About a Boy,6.7,1906
Monster Hunters,6.5,166
Extract,5.8,475
Duplex,6.1,1465
Small Apartments,6,122
America's Sweethearts,5.7,699
Cross of Iron,7,292
Fire Birds,5.2,144
Jennifer Eight,6,276
Kill Me Three Times,5.6,442
The Guru,5.1,186
At Any Price,5.4,191
The Snow Walker,7,83
Lead Me Home,6.7,92
Wounds,4,685
Nixon,6.9,277
Good Kids,6.4,270
Happy Endings,5.7,85
The Horse Soldiers,7,178
The Boondock Saints II: All Saints Day,6,616
A Christmas Story,7.3,995
Once Upon A Holiday,6,96
The Power of One,7.5,113
Koyaanisqatsi,7.9,510
Invasion: Planet Earth,5.6,81
Vampires vs. the Bronx,5.9,230
Boy,7.4,318
Catacombs,4.5,156
The Omega Man,6.2,435
Private Life,6.9,295
Vixen: The Movie,6.9,97
Sound of My Voice,6.3,291
Hearts in Atlantis,6.8,428
The Search for Santa Paws,6.3,172
Who's Afraid of Virginia Woolf?,7.8,641
The Whistleblower,6.8,441
Two Lovers,6.8,708
Doctor Strange,6.9,274
The Bonfire of the Vanities,5.6,384
Uncle Buck,6.8,950
McCabe & Mrs. Miller,7.2,302
The Phantom,5.2,461
Secret Admirer,7,140
Night of the Creeps,6.8,390
Don’t Leave Home,4.8,44
Female Fight Squad,6.4,69
Lucky Day,5.2,114
Zoombies,5.2,158
Nude Nuns with Big Guns,4.5,107
Kinky Boots,6.7,287
Foo Fighters: Back and Forth,7.6,82
Iron Will,6.7,223
Malibu Rescue: The Next Wave,6.5,87
100 Women,4.6,35
Minutemen,5.7,199
Flight of the Navigator,6.9,661
And the Band Played On,6.5,80
Dad's Army,4.9,168
Manhattan Night,6,332
Lila & Eve,6.1,204
A Single Shot,5.8,190
Magic Beyond Words: The J.K. Rowling Story,6.9,193
Heart,0,0
Urban Legend,5.7,1066
The Cheetah Girls,6,418
Tarzan the Ape Man,6.7,160
Encino Man,5.8,533
Timmy Failure: Mistakes Were Made,6.2,141
Stone Cold,6.2,132
Traitor,6.6,529
One Small Hitch,6.7,148
Whore,5.3,64
Murder by Decree,6.4,94
Richard III,6.8,142
Jabberwocky,6.1,200
The Black Dahlia,5.6,909
Playing for Keeps,5.6,597
To Live and Die in L.A.,7.1,474
Batman Unmasked: The Psychology of the Dark Knight,7.5,40
The Last Vermeer,6.6,62
The Crow: Wicked Prayer,3.5,147
Looks That Kill,7.3,122
At First Sight,5.9,197
W.E.,6.5,203
"Bob Ross: Happy Accidents, Betrayal & Greed",6.8,56
Breaking and Entering,6.1,182
Guilty by Suspicion,6.4,117
The Legend of Mor'du,6.1,98
Truth or Dare,5.6,294
The Lazarus Project,6.1,298
Pledge This!,3.1,86
Eloise,5.2,192
Hesher,6.8,546
Anywhere but Here,6.1,225
Only the Strong,7,152
The Sleepover,6.4,340
Someone Like You...,6,322
Revenge of the Nerds IV: Nerds In Love,4.6,82
Dismissed,6.5,242
Black Sheep,6,326
On Chesil Beach,6.2,313
Superstar,5.3,248
Sorority Wars,6.1,182
Rags,7.1,155
Mercy,4.3,140
The Thirteenth Year,6.6,187
The Bishop's Wife,7.1,176
RBG,7.6,250
Irrational Man,6.5,2141
The Enemy Below,7.1,135
Nothing but Trouble,5.2,276
Norm of the North,4.7,291
Southland Tales,5.1,441
Iliza Shlesinger: Hot Forever,5.4,7
Runaway,5.5,192
Bull Durham,6.7,460
Red Dog: True Blue,6.5,77
The River Murders,5.2,83
Shopgirl,5.8,213
Drive Hard,4.2,115
The Yards,6.2,347
Grace of Monaco,6,514
Amazing Grace,7.3,72
Holding the Man,7.8,415
One in the Chamber,5.6,121
Booty Call,5.3,85
Explorers,6.2,365
Avalon High,6.2,498
Control,6.1,124
Suffragette,7.3,1450
The Green Berets,5.8,135
The Last Seduction,6.8,271
Young Sherlock Holmes,6.8,507
Most Beautiful Island,5.4,92
Troop Beverly Hills,5.7,140
Joe,6.5,798
Instant Death,5.5,46
The Insider,7.5,1501
General Commander,4.4,42
A Night to Remember,7.6,189
Bitcon,4.3,3
9/11: Inside the President's War Room,6.8,39
Heaven Can Wait,6.5,314
Postal,4.5,262
Becoming,5.5,52
Breakin',6.8,112
Amnesiac,4.5,146
The Flock,5.7,198
Dog Eat Dog,5.2,282
Von Ryan's Express,7.1,161
Another 9 1/2 Weeks,4.7,71
"Alice, Sweet Alice",6.4,194
Biloxi Blues,6.3,172
Sinbad and the Eye of the Tiger,6.6,146
Captain Corelli's Mandolin,5.9,441
Meet Bill,6.1,254
Find Me Guilty,6.5,394
Chéri,6.1,176
Star-Crossed Romance,10,1
Won't You Be My Neighbor?,8.1,441
Hush,5.7,228
Bliss,5.9,132
Banshee Chapter,5.7,216
Green Card,6.1,397
Only Mine,5.3,102
Anne of Green Gables: The Sequel,7.9,100
Freddie Mercury: The Great Pretender,7.3,57
Mortuary,4.6,89
House of Sand and Fog,7.2,596
15 Minutes,5.9,591
Rakka,7.1,249
Heaven & Earth,6.7,202
Spartan,6.2,292
Zodiac,3.9,80
The Sessions,6.9,459
The Loved Ones,6.7,607
Mysterious Island,6.6,130
Josie and the Pussycats,5.5,253
The Last Son,6,82
The Funhouse Massacre,5.3,125
Bulletproof,5.6,477
Tin Cup,6,433
The God Committee,7.1,49
Dead Space: Aftermath,6,128
Doing Hard Time,5.3,43
Dr. Bird's Advice for Sad Poets,7.4,46
Bride & Prejudice,6.5,319
Black Dawn,4.3,64
Return to House on Haunted Hill,5.6,245
Joker: Folie à Deux,0,0
Sea Fever,6.3,337
Sundays at Tiffany's,6.5,71
Submarine,7.4,1231
Crazy Heart,6.9,858
A Futile and Stupid Gesture,6.5,274
God Bless the Broken Road,7.5,51
Screamers,6.2,426
The Lookout,6.6,513
Biggie: I Got a Story to Tell,7.2,107
A Life Less Ordinary,6.1,361
The Zero Theorem,6.1,1025
'71,6.8,935
All That Jazz,7.5,360
Freaky Friday,6.1,206
Gaga: Five Foot Two,7.5,547
Cleanskin,5.7,265
Leatherheads,5.8,378
The Atoning,5.7,51
Maps to the Stars,6.2,945
The Ottoman Lieutenant,6.2,215
Lavender,5.7,279
Edison,5.3,262
All About the Benjamins,5.9,136
Never Cry Werewolf,5.7,76
Goon: Last of the Enforcers,5.7,257
Be Cool,5.4,748
Evil Dead Rise,0,0
Space Chimps 2: Zartog Strikes Back,4.5,91
Meg 2: The Trench,0,0
A Stork's Journey,5.9,114
3022,5.5,164
Major League,6.9,629
Eraserhead,7.4,1977
Beyond the Lights,6.9,336
Beavis and Butt-Head Do the Universe,7.2,112
Petals on the Wind,6.5,177
Badlands,7.6,955
War on Everyone,5.7,339
Iris,6.5,157
Battle for Terra,6.1,232
Joker: Put on a Happy Face,8.4,32
Drone,5.4,222
This Beautiful Fantastic,7.1,276
Terrified,3.6,9
The Reef,5.7,461
Going the Distance,6.1,632
It's All Gone Pete Tong,6.8,138
I'll Be Home for Christmas,6.1,95
Space Station 76,4.9,179
The Land Before Time XIII: The Wisdom of Friends,6.3,145
What We Did on Our Holiday,6.8,438
Jersey Boys,6.8,601
Beginners,6.9,869
Hunted,6.4,99
Girl in Progress,5.6,103
A Simple Plan,7.2,700
"Bell, Book and Candle",6.5,170
The Blob,6.3,471
Nightmare Cinema,6,193
Magical Christmas Ornaments,6.1,63
No Way Out,6.9,525
Go,6.9,518
Satanic Panic,5.3,92
Funeral in Berlin,6.4,108
Heartburn,6.1,155
The Right Stuff,7.5,701
Another Happy Day,5.7,95
Varsity Blues,6.2,335
Win Win,6.8,401
The Darjeeling Limited,7.2,2943
Jenifer,5.8,78
Prey,4.8,54
Boo,4.5,98
The Commitments,7.3,442
Sgt. Bilko,5.8,294
Tom and Jerry Meet Sherlock Holmes,6.7,60
11-11-11,4.7,200
Zoe,6,330
The Souvenir,6.1,195
Irresistible,5.7,97
Fled,5.6,174
Moses,6.5,32
Bayou Caviar,4.7,24
Born to Be Blue,6.6,174
Candy Jar,6.2,452
Mandela: Long Walk to Freedom,6.9,455
Repulsion,7.5,788
Beyond Re-Animator,5.6,225
He Got Game,6.8,579
It's Such a Beautiful Day,8,217
ATL,7,131
Rebound,5.5,282
The Long Walk Home,7.4,92
"Bah, Humduck!: A Looney Tunes Christmas",7.3,99
The Natural,6.9,490
Arizona,5.5,161
Wild Bill,5.7,98
Taste the Blood of Dracula,6.2,125
The Ramen Girl,6.4,280
Out of Sight,6.7,1024
Static,5.3,88
Criminal,6.2,95
Inconceivable,5.7,285
The Railway Man,6.9,630
A Murder of Crows,6.2,129
D3: The Mighty Ducks,6,371
The Call Up,5.1,117
The Lion in Winter,7.5,254
2036 Origin Unknown,4.7,203
The Russia House,6.1,226
Pulse,5,425
Christine,6.8,306
Barbarian Queen,4.5,49
The Mechanic,6.8,217
The Game Changers,7.3,255
Altamira,5.7,116
American Ninja 3: Blood Hunt,4.7,130
Brad's Status,6.3,321
The Majestic,6.8,600
"Hello, My Name Is Doris",6.4,416
Faces in the Crowd,6.1,413
Dracula A.D. 1972,6,129
The Body,5.4,157
The Legend of Hell House,6.8,197
Police Academy: Mission to Moscow,4.5,691
Ernest Goes to Jail,5,120
The Photograph,6.6,173
End of the World,4.3,30
Mythica: The Darkspore,5.8,95
Small Time Crooks,6.5,538
Murder Most Foul,7,114
Mr. Smith Goes to Washington,7.9,827
The Good Lie,7.4,431
Baggage Claim,5.3,177
Black Christmas,7,565
Plane,0,0
The Way of the Gun,6.3,336
Two Distant Strangers,7.3,298
Jumping the Broom,6,176
Just Cause,6.2,408
The Joneses,6.2,499
Grey Gardens,7.1,122
Wolf,6.1,733
Snow White,0,0
The Marrying Man,5.7,85
Tales of Terror,6.8,126
Personal Effects,5.9,100
The Jetsons & WWE: Robo-WrestleMania!,8.1,38
Captain Ron,5.6,245
The Unbearable Lightness of Being,7.1,346
Blow the Man Down,6.3,234
Monster,6.6,59
Son of the Pink Panther,4.7,177
Boundin',6.6,459
All Together Now,6.8,166
Game Change,6.9,254
Crossroads,5.3,511
Raising Helen,6.1,595
The Snowman,7.6,239
The Adventures of Ford Fairlane,6,170
The Killing Fields,7.5,580
The Other Woman,6.2,329
Wonder Boys,6.9,487
Hector and the Search for Happiness,6.7,726
Chain Letter,4.4,105
Darkman II: The Return of Durant,5.4,208
Daddy Day Camp,4.8,385
Blue Jay,7,381
S1m0ne,5.9,771
A Wish for Christmas,6,234
Country Strong,6.3,215
Undefeated,7.7,59
Before and After,6,147
Odd Man Out,7.4,141
Raise the Titanic,5.5,66
College Road Trip,5.6,343
Proof,6.3,564
Blow-Up,7.4,982
The Cure,7.9,249
Chalk It Up,5.3,113
Pee-wee's Big Holiday,6.1,199
Waxwork,6.2,214
Hero Wanted,5.5,120
WWE Clash at the Castle 2022,7.2,28
Chateau Christmas,6.6,28
The Hollars,6.3,246
Water for Elephants,7,2277
You Don't Know Jack,7.1,323
Basquiat,6.7,240
Wonka,0,0
I Am Bolt,7.2,82
Plush,5.7,91
Punchline,5.4,105
The United States of Leland,6.5,259
Warlock,6.3,295
Valmont,6.7,213
Phat Girlz,4.9,50
Grumpy Old Men,6.6,526
Hurricane Bianca,6.1,251
The Lost Weekend,7.7,449
Man-Thing,4.3,147
Roxanne,6.4,515
The Hudsucker Proxy,7.1,838
Hooking Up,6.4,132
Out for a Kill,4.1,107
The Man Who Knew Too Much,7.5,1113
Almost Christmas,5.8,310
Beauty and the Billionaire,7.3,2
Phantom of the Paradise,7.5,508
Antitrust,6,426
For Richer or Poorer,5.9,191
Ethel & Ernest,7.4,79
Little Miss Sumo,5.8,27
Palindromes,6.3,133
Legacy of Lies,5.6,197
The Arrival,6,603
The Canterville Ghost,2,1
DC Showcase: Death,8.6,81
Futurama: Into the Wild Green Yonder,7,425
The Island of Dr. Moreau,4.8,435
Half Nelson,6.7,712
Trick or Treat,6.1,124
Transamerica,7.1,383
Our Brand Is Crisis,5.9,435
6-Headed Shark Attack,4.2,46
Love on the Sidelines,6.4,84
Wild Things: Foursome,5.4,76
Batman & Mr. Freeze: SubZero,7,350
"Good Night, and Good Luck.",7.1,794
The Fog of War,7.8,225
Cat on a Hot Tin Roof,7.7,612
The Pez Outlaw,7,1
XX,4.9,363
Harry Brown,6.8,812
The Unsaid,6.8,111
Mystic Pizza,6.2,406
Beowulf & Grendel,5.7,177
The Driver,6.4,54
The Sacrament,5.8,348
Hunger,7.3,957
Pillow Talk,7.2,209
Hit & Run,5.7,457
Teaching Mrs. Tingle,5.5,277
The Art of War,5.7,410
Chasing Papi,7.1,94
November Criminals,5.3,554
Safety Last!,7.9,368
My Bakery in Brooklyn,5.3,134
Manhattan Murder Mystery,7.3,883
Slackers,5.1,157
Boot Camp,5.9,166
Things to Do in Denver When You're Dead,6.5,304
Diner,6.9,221
An Inconvenient Truth,7,729
We Are What We Are,5.7,458
Return to Paradise,6.4,235
Dream Horse,7.1,85
Pearl Jam Twenty,7.9,79
Against the Dark,4.2,101
Madman,5.1,122
Death to Smoochy,5.9,313
Mommie Dearest,6.4,163
Albert Nobbs,6.3,384
Demon Seed,5.9,184
Cabin Fever: Patient Zero,5,251
Scum,7.2,149
Jetsons: The Movie,6,160
"Hi, Mom!",6.5,144
The Cassandra Crossing,6.2,155
A Kiss Before Dying,5.6,98
The Hard Way,6.2,327
The Sense of an Ending,6.3,164
DC Showcase: Catwoman,7,144
A Woman Under the Influence,7.8,351
"War, Inc.",5.6,234
The Juror,5.5,305
The Assent,6,209
Oxygen,6.2,68
